Task,TaskName,Model,Preprocess,F1_mean,F1_std,BA_mean,BA_std,Acc_mean,Acc_std
G2_mg_molar_grade,MG Positive Molar Grade,SVM,p1,0.9317651211602781,0.022386412778810916,0.9298125607759475,0.023724750967385667,0.9323055576295414,0.02197753763651225
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p1,0.5051524305280883,0.0625380954537039,0.5237127656647107,0.06384669787634181,0.527702824819814,0.05956843175213346
G3_mba_molar_grade,MBA Positive Molar Grade,1D-CNN,p1,0.7676757319474301,0.06658967707917876,0.7658252276811196,0.06636628921957245,0.7693602002311162,0.059398825475287825
G3_mba_molar_grade,MBA Positive Molar Grade,HistGradientBoosting,p1,0.9597687077652098,0.01650353183574833,0.9616017705127348,0.01598506339631367,0.9600594338555345,0.01601011256299184
G3_mba_molar_grade,MBA Positive Molar Grade,KNN,p1,0.9512027469368611,0.018499392664233942,0.9521741860648483,0.017236304432161762,0.9511856085056074,0.018593295683146674
G3_mba_molar_grade,MBA Positive Molar Grade,PLS-DA,p1,0.8592303817068381,0.025432115408429542,0.8601791437237007,0.025962075156975552,0.8575293445727865,0.027953339175522878
G3_mba_molar_grade,MBA Positive Molar Grade,RF,p1,0.973395029179376,0.015684146230947178,0.9746669163211699,0.014526259509021556,0.9734270532809852,0.015400327463693592
G3_mba_molar_grade,MBA Positive Molar Grade,SVM,p1,0.9769980172765894,0.019336755414883063,0.9780851417434817,0.019122362443184843,0.9767673445584435,0.020075761782302096
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p1,0.8990356113090456,0.05016593737365343,0.9009800725120589,0.05050937202007287,0.8992252430771854,0.049007180465524276
P1_thiram_presence,Thiram Presence,1D-CNN,p1,0.9222620077194265,0.025587804287856165,0.9308868778280542,0.015837769863186774,0.9356292203806016,0.023757792370483952
P1_thiram_presence,Thiram Presence,HistGradientBoosting,p1,0.9389367318134232,0.008659654399405758,0.9277737556561085,0.013515989346646943,0.9522651933701658,0.006409961293693338
P1_thiram_presence,Thiram Presence,KNN,p1,0.9945116230958222,0.005727657449247783,0.9969230769230769,0.0032179231789772056,0.9955555555555555,0.004648111258522641
P1_thiram_presence,Thiram Presence,PLS-DA,p1,0.973706754947138,0.02274382275197067,0.9733122171945702,0.026149489217326235,0.9789441375076734,0.018063000791848163
P1_thiram_presence,Thiram Presence,RF,p1,0.9917415582305436,0.011231702808303178,0.9916923076923077,0.008927717626125634,0.9933333333333334,0.009128709291752779
P1_thiram_presence,Thiram Presence,SVM,p1,0.9931546489233141,0.004836733413192764,0.9961538461538462,0.0027196414661020962,0.9944505831798651,0.003928394988515661
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p1,0.9497697374089364,0.018818693841843617,0.9468536953242837,0.02834953595328722,0.9600675260896256,0.014256543948946062
P2_mg_presence,MG Presence,1D-CNN,p1,0.8479138479730647,0.08114544556841424,0.8231311716523038,0.09447642894481949,0.8935052179251073,0.050924818464637235
P2_mg_presence,MG Presence,HistGradientBoosting,p1,0.9740686281242252,0.005576988673267761,0.9770031789479731,0.0034810015147589096,0.9789073050951504,0.0046702525166084086
P2_mg_presence,MG Presence,KNN,p1,0.9641480943984199,0.013516759123505327,0.9642261856159431,0.010796111467801642,0.9711356660527931,0.010705596415802127
P2_mg_presence,MG Presence,PLS-DA,p1,0.9390612505937405,0.024284524062443674,0.9439666798195756,0.0264596823939283,0.9500245549416821,0.020454214374449674
P2_mg_presence,MG Presence,RF,p1,0.9700152758714177,0.01476146807516986,0.9724614693935368,0.014212177483602264,0.9755678330263965,0.012188443332010572
P2_mg_presence,MG Presence,SVM,p1,0.9731255795345225,0.006471324055529836,0.983481519335416,0.005756625946601403,0.9777961939840394,0.005578680306008806
P2_mg_presence,MG Presence,Spectrum-KAN,p1,0.9359213923045704,0.012221832492025304,0.9307986109223684,0.017125808636148012,0.9489502762430939,0.00990465508847521
P3_mba_presence,MBA Presence,1D-CNN,p1,0.9179290798129054,0.02901053457502745,0.9013746845514211,0.04058910976506274,0.9434131368937999,0.016759444755997895
P3_mba_presence,MBA Presence,HistGradientBoosting,p1,0.9612361128012612,0.02798792173149476,0.9548637714676633,0.023429175020571846,0.9722406384284838,0.01965491608234719
P3_mba_presence,MBA Presence,KNN,p1,0.9877167423471903,0.012114794726989054,0.9866413868799062,0.01305400751265704,0.9911295273173726,0.008404240429968903
P3_mba_presence,MBA Presence,PLS-DA,p1,0.9642030753492415,0.016731110104900915,0.9755703229387891,0.01384924282057527,0.9733517495395949,0.01140577619320281
P3_mba_presence,MBA Presence,RF,p1,0.9832024420562073,0.008506146191531465,0.9810294432761563,0.013539066964820046,0.9877961939840393,0.006069110998019876
P3_mba_presence,MBA Presence,SVM,p1,0.9893697525362324,0.0067451903314846825,0.9919289555289253,0.0067937389205094505,0.9922344996930633,0.004958810285656671
P3_mba_presence,MBA Presence,Spectrum-KAN,p1,0.9221666201680812,0.08825811796426809,0.950056924129896,0.05110984195417378,0.9344628606507059,0.07592495139576844
S1_mixture_order,Mixture Complexity,1D-CNN,p1,0.23926979422680725,0.055603843602984246,0.3573911996505724,0.034185712453551176,0.4084468999386126,0.021263978285471285
S1_mixture_order,Mixture Complexity,HistGradientBoosting,p1,0.9635841643516013,0.020599033128935792,0.9637388276532984,0.021013336791688413,0.9633763044812769,0.01987038581389788
S1_mixture_order,Mixture Complexity,KNN,p1,0.9679301723940139,0.010839641174394829,0.9697212757240667,0.010607283002303007,0.9655985267034991,0.010664394322351474
S1_mixture_order,Mixture Complexity,PLS-DA,p1,0.8872640020185276,0.017903630038033063,0.8861629929490246,0.021376182062677985,0.8823756906077348,0.022526654015758634
S1_mixture_order,Mixture Complexity,RF,p1,0.9790908990094808,0.007173810788014065,0.9794177819468887,0.007278086348584798,0.9766912216083486,0.007248472852926569
S1_mixture_order,Mixture Complexity,SVM,p1,0.9757915793481071,0.006612672191734132,0.9772529130459915,0.005547023445356462,0.9733640270104358,0.004639438389126591
S1_mixture_order,Mixture Complexity,Spectrum-KAN,p1,0.9023561798184009,0.03282807870141832,0.8987588911617275,0.031243028896351915,0.8990546347452424,0.03769930445310881
