Task,TaskName,Model,Preprocess,F1_mean,F1_std,BA_mean,BA_std,Acc_mean,Acc_std
P1_thiram_presence,Thiram Presence,RF,p2,0.9958545698347677,0.006187510393852716,0.9964615384615385,0.005998027289113208,0.9966666666666667,0.004969039949999524
P1_thiram_presence,Thiram Presence,SVM,p2,0.9972476012079973,0.003768877264074688,0.9984615384615385,0.0021066252211737035,0.9977777777777778,0.003042903097250902
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p2,0.9568104290856871,0.01624054092649169,0.9542745098039216,0.02230875186275603,0.9656108041743401,0.012584138103688532
P2_mg_presence,MG Presence,1D-CNN,p2,0.8723758341593928,0.04818967051913387,0.8599387435496528,0.059058619591426935,0.9023695518723143,0.03486269672530087
P2_mg_presence,MG Presence,HistGradientBoosting,p2,0.9312051981039611,0.012490803256679572,0.9411389397500922,0.019278073076927336,0.9433947206875384,0.009139075215685742
P2_mg_presence,MG Presence,KNN,p2,0.9288875296391685,0.02284362466373133,0.9343787469845752,0.030526454747020922,0.9422958870472682,0.017345295391620764
P2_mg_presence,MG Presence,PLS-DA,p2,0.914860528774259,0.02939951593093859,0.915681981174657,0.03213275547636403,0.9311540822590546,0.023507760096251693
P2_mg_presence,MG Presence,RF,p2,0.962928957701239,0.01561341078702439,0.9628730301951463,0.016731284264047346,0.9700184162062616,0.012813891533757242
P2_mg_presence,MG Presence,SVM,p2,0.9781641716262849,0.013195945525961586,0.982660283304096,0.01092032331410009,0.9822406384284837,0.0106887970687055
P2_mg_presence,MG Presence,Spectrum-KAN,p2,0.9068029384931569,0.028727713014290557,0.9133808468827123,0.023643120151408157,0.9234315531000614,0.02459820658974941
P3_mba_presence,MBA Presence,1D-CNN,p2,0.929080358831658,0.0318343190149283,0.9101958958188281,0.043283151448533785,0.9522774708410069,0.015996285968453275
P3_mba_presence,MBA Presence,HistGradientBoosting,p2,0.9579404724679902,0.025351009697767445,0.9641022103651078,0.025444263655315567,0.9678023327194598,0.023386175073409312
P3_mba_presence,MBA Presence,KNN,p2,0.9748720585834716,0.015576380625143375,0.9719920814045608,0.014319125714749427,0.9822406384284837,0.009940738604879174
P3_mba_presence,MBA Presence,PLS-DA,p2,0.9633593257696159,0.01741683366103315,0.9738590669530802,0.017599854686274573,0.9733640270104358,0.010682554992093144
P3_mba_presence,MBA Presence,RF,p2,0.9798114292613949,0.010024304255858974,0.9793703660055149,0.013944006261675414,0.9855678330263965,0.006342438232145713
P3_mba_presence,MBA Presence,SVM,p2,0.9889552771035761,0.0096269991638511,0.9910830908672713,0.011969751690744776,0.9922344996930633,0.006326286289330155
P3_mba_presence,MBA Presence,Spectrum-KAN,p2,0.9382038291446284,0.053838762619947876,0.950676032896806,0.026041277422195655,0.9523572744014732,0.04426651539879522
S1_mixture_order,Mixture Complexity,1D-CNN,p2,0.21643124735954147,0.036814817080704075,0.33090495654735597,0.021898153061349013,0.3884898710865562,0.02285460142144591
S1_mixture_order,Mixture Complexity,HistGradientBoosting,p2,0.9563546606107517,0.028084391263333796,0.9543518727310095,0.029314747702117026,0.955573971761817,0.02455875507528268
S1_mixture_order,Mixture Complexity,KNN,p2,0.9379942831410892,0.026067459299075016,0.9424341100872254,0.021905006207851557,0.9323020257826888,0.027595123044231083
S1_mixture_order,Mixture Complexity,PLS-DA,p2,0.9093122337433238,0.015519620674220642,0.917865672870086,0.009436701740460022,0.9067771639042357,0.011970010691994533
S1_mixture_order,Mixture Complexity,RF,p2,0.9771881409039489,0.006374762226613344,0.9773652853595175,0.006058492740377763,0.9733578882750153,0.006108427330188797
S1_mixture_order,Mixture Complexity,SVM,p2,0.9867420211054985,0.006592826934740789,0.9871025104031593,0.006170714662451296,0.9844567219152853,0.007253020462303875
S1_mixture_order,Mixture Complexity,Spectrum-KAN,p2,0.9149006814917927,0.01668490425476622,0.9071589104526984,0.01842841039899838,0.920110497237569,0.01583379379129561
