variant,folder_name,peak,peak_wn,n_spectra,mean_peak,std_peak,rsd_percent
p3,K6m6,MBA_1080,1080,14,0.061696039902918345,0.0055304435231435965,8.964017029044347
p3,m4,Thiram_1382,1382,20,0.017401640007346904,0.002722955019458042,15.647691931958258
p3,m4,MG_1616,1616,20,0.003053110234128047,0.0006352181027344508,20.80560654620012
p3,m4,MBA_1080,1080,20,0.1787567858154048,0.005225426435145231,2.9232045157386786
p3,m5,Thiram_1382,1382,20,0.026669447676502374,0.004967452751854257,18.62600535305021
p3,m5,MG_1616,1616,20,0.006085412681946184,0.0010655552963259188,17.509992370560845
p3,m5,MBA_1080,1080,20,0.20452353607372845,0.00650208525246836,3.179137901333972
p3,m6,Thiram_1382,1382,21,0.0788223241970166,0.010273121243236965,13.033263542900958
p3,m6,MG_1616,1616,21,0.060120172372349234,0.021166195922621395,35.20647910243893
p3,m6,MBA_1080,1080,21,0.09303839660892635,0.039537930553719375,42.49635848725063
p3,美4,Thiram_1382,1382,18,0.2154381176613402,0.005390180437622158,2.501962278604429
p3,美4,MG_1616,1616,18,0.001360070498402497,0.0003627208209280814,26.669266141286336
p3,美4,MBA_1080,1080,18,0.002973050758703916,0.0010914926455410788,36.71288296527129
p3,美4K4,Thiram_1382,1382,10,0.1929568806821116,0.0035627506781251454,1.8463973223088264
p3,美4K4,MG_1616,1616,10,0.008729342559321942,0.006689125148390362,76.62805191723334
p3,美4K4,MBA_1080,1080,10,0.0032902531324881757,0.000354582281853554,10.776747793426141
p3,美4K4m4,Thiram_1382,1382,12,0.05090500143866127,0.01644587258834421,32.30698776850229
p3,美4K4m4,MG_1616,1616,12,0.07772690120068454,0.011307972547552392,14.548338313856263
p3,美4K4m4,MBA_1080,1080,12,0.06986062764222335,0.01166448427608525,16.696792842776155
p3,美4K4m5,Thiram_1382,1382,15,0.10591127546682252,0.0012677166408043416,1.1969609800435865
p3,美4K4m5,MG_1616,1616,15,0.11410212430653274,0.0036916313368007985,3.2353747655769456
p3,美4K4m5,MBA_1080,1080,15,0.01638524942421799,0.0005504133484957248,3.3592003041601184
p3,美4K4m6,Thiram_1382,1382,15,0.19627902269523295,0.0024527734369678457,1.249636055492453
p3,美4K4m6,MG_1616,1616,15,0.04218413185530561,0.0033940916707940827,8.045896695079666
p3,美4K4m6,MBA_1080,1080,15,0.014290953839690429,0.0010567351808407305,7.394434218280432
p3,美4K5,Thiram_1382,1382,13,0.1978229712414667,0.003131189943678816,1.5828242413045261
p3,美4K5,MG_1616,1616,13,0.0004146794198038129,0.00011323817789836997,27.307402415085747
p3,美4K5,MBA_1080,1080,13,0.005198935125851697,0.0018478023837437004,35.54193962828091
p3,美4K5m4,Thiram_1382,1382,16,0.032887102887793285,0.0003652057098346472,1.1104830701587907
p3,美4K5m4,MG_1616,1616,16,0.0025690203825938455,0.00016358262366709668,6.36750976268757
p3,美4K5m4,MBA_1080,1080,16,0.15730728476994105,0.00166489479075852,1.058371068570281
p3,美4K5m5,Thiram_1382,1382,15,0.17676166752520225,0.0020356777948674996,1.1516511602139403
p3,美4K5m5,MG_1616,1616,15,0.015472603415230202,0.0017476709252998786,11.295260909871105
p3,美4K5m5,MBA_1080,1080,15,0.05483671658253508,0.0023183299104367755,4.22769643209298
p3,美4K5m6,Thiram_1382,1382,15,0.21334978585769684,0.0006761238893410884,0.3169086327520663
p3,美4K5m6,MG_1616,1616,15,0.005897837597992686,0.0003578369487406875,6.067256732577317
p3,美4K5m6,MBA_1080,1080,15,0.006053770165081422,0.0004888756853807531,8.075557413801782
p3,美4K6,Thiram_1382,1382,11,0.19491160365304133,0.014646630609738103,7.514499052509111
p3,美4K6,MG_1616,1616,11,0.0007474151203185343,0.00023559529033081054,31.521343885898943
p3,美4K6,MBA_1080,1080,11,0.0034466662452453975,0.000774934179824044,22.48358630293981
p3,美4K6m4,Thiram_1382,1382,14,0.05700001872731708,0.0006115644817605018,1.0729197909322992
p3,美4K6m4,MG_1616,1616,14,0.0008228129144804957,0.00031609408307783996,38.41627635091437
p3,美4K6m4,MBA_1080,1080,14,0.16694550773749,0.0014618662722342007,0.8756547522877236
p3,美4K6m5,Thiram_1382,1382,14,0.21006061324629094,0.0007201980258353868,0.342852481817223
p3,美4K6m5,MG_1616,1616,14,0.0003614341269673655,0.00023885075319056973,66.08417284628354
p3,美4K6m5,MBA_1080,1080,14,0.038680617160789785,0.0005200953230031734,1.3445889987773765
p3,美4K6m6,Thiram_1382,1382,13,0.2153728502902113,0.002212927916394308,1.027486943415767
p3,美4K6m6,MG_1616,1616,13,0.005767157528631086,0.0013371875865532054,23.186250417380315
p3,美4K6m6,MBA_1080,1080,13,0.013771282581976142,0.0011502860161938771,8.352787834732052
p3,美4m4,Thiram_1382,1382,20,0.14492513024851056,0.015087278692719409,10.410395123915691
p3,美4m4,MG_1616,1616,20,-6.994837644845082e-05,0.0001647166218235692,235.48312367901607
p3,美4m4,MBA_1080,1080,20,0.10893726022834112,0.011424280808478767,10.487027840183028
p3,美4m5,Thiram_1382,1382,19,0.1949438280097287,0.020217632529555427,10.371004168722111
p3,美4m5,MG_1616,1616,19,-0.00022524394712095022,9.427402029568722e-05,41.854185873001285
p3,美4m5,MBA_1080,1080,19,0.021845648040951172,0.0024772449367146676,11.339764021057656
p3,美4m6,Thiram_1382,1382,4,0.21475244950717887,0.000577115691130214,0.268735324069457
p3,美4m6,MG_1616,1616,4,0.00022860514266487972,0.0001015358923431227,44.415401665730556
p3,美4m6,MBA_1080,1080,4,0.0049139803873194665,0.00013866145161086296,2.8217746242675092
p3,美5,Thiram_1382,1382,20,0.22446202650096408,0.0011191297195884402,0.49858309533868234
p3,美5,MG_1616,1616,20,0.0013324767659024443,0.00023205811347210722,17.415546702980716
p3,美5,MBA_1080,1080,20,0.0029713661440114256,0.0003828852101978061,12.885830679920874
p3,美5K4,Thiram_1382,1382,13,0.063619581603814,0.00790862353123658,12.431115282220686
p3,美5K4,MG_1616,1616,13,0.08629473857909785,0.009864824852668578,11.431548452547275
p3,美5K4,MBA_1080,1080,13,0.0021218763101219606,0.00030078245320412883,14.17530568437519
p3,美5K4m4,Thiram_1382,1382,14,0.03985091499015395,0.011901403864233755,29.86481958362627
p3,美5K4m4,MG_1616,1616,14,0.09182722569451378,0.003709315438655496,4.039450621099521
p3,美5K4m4,MBA_1080,1080,14,0.03112143062724581,0.006833056421736767,21.95611282649277
p3,美5K4m5,Thiram_1382,1382,18,0.09604135875785955,0.00032461183071166204,0.3379917099362127
p3,美5K4m5,MG_1616,1616,18,0.14100726777374295,0.004302541221907313,3.051290397890038
p3,美5K4m5,MBA_1080,1080,18,0.007874148605564329,0.001383526192182908,17.570486175549547
p3,美5K4m6,Thiram_1382,1382,14,0.10100465917223334,0.0008512798682628793,0.8428124754238072
p3,美5K4m6,MG_1616,1616,14,0.13074185216176554,0.0030975320183159573,2.369196984056347
p3,美5K4m6,MBA_1080,1080,14,0.003095032682094804,0.0004290553469642888,13.862708120868444
p3,美5K5,Thiram_1382,1382,14,0.0320727765924664,0.00569477328176645,17.755785082555338
p3,美5K5,MG_1616,1616,14,0.03993449735695074,0.006447139316827149,16.144285626534877
p3,美5K5,MBA_1080,1080,14,0.00496040992248375,0.000763742272576559,15.396757213850224
p3,美5K5m4,Thiram_1382,1382,15,0.03784500311869957,0.0016365667042367055,4.324393101788549
p3,美5K5m4,MG_1616,1616,15,0.01861480220991833,0.0016552026409437232,8.891862627805946
p3,美5K5m4,MBA_1080,1080,15,0.14642691798232252,0.002159809190658715,1.4750082979411334
p3,美5K5m5,Thiram_1382,1382,14,0.11281125239336305,0.0026637905317062117,2.361280878628849
p3,美5K5m5,MG_1616,1616,14,0.09648551644880442,0.0027153590682844637,2.8142659833564174
p3,美5K5m5,MBA_1080,1080,14,0.07467274313346015,0.0027431819041565837,3.6736053733204694
p3,美5K5m6,Thiram_1382,1382,15,0.12947464923736954,0.00317084357244385,2.449007269856088
p3,美5K5m6,MG_1616,1616,15,0.11716421924309198,0.0026397596779341886,2.2530425201376736
p3,美5K5m6,MBA_1080,1080,15,0.011123200906838113,0.0018037051890721367,16.21570269366697
p3,美5K6,Thiram_1382,1382,2,0.07339530396016448,0.02692638249438921,36.686791990130025
p3,美5K6,MG_1616,1616,2,0.011152900293833312,0.0026121343160871733,23.42112138787326
p3,美5K6,MBA_1080,1080,2,0.00719431901907743,0.0007176407853808312,9.975103737794193
p3,美5K6m4,Thiram_1382,1382,14,0.02955741966982997,0.0016324332806691613,5.52292215932309
p3,美5K6m4,MG_1616,1616,14,0.007418840480735925,0.0008173355254580338,11.017025201988934
p3,美5K6m4,MBA_1080,1080,14,0.15109832439647172,0.0008953147879383092,0.5925378666602974
p3,美5K6m5,Thiram_1382,1382,13,0.10544885096749085,0.0033862181282939834,3.2112423200684574
p3,美5K6m5,MG_1616,1616,13,0.025206934351113767,0.003084984237820641,12.238633206438813
p3,美5K6m5,MBA_1080,1080,13,0.1088002580162026,0.0016520250398320614,1.5184017666447451
p3,美5K6m6,Thiram_1382,1382,19,0.1393928479428006,0.007472181574454521,5.360520058762775
p3,美5K6m6,MG_1616,1616,19,0.06514197815517031,0.007530738799341737,11.560500636629843
p3,美5K6m6,MBA_1080,1080,19,0.03177294279670049,0.0033757735677290043,10.624680217154978
p3,美5m4,Thiram_1382,1382,16,0.020601240291417522,0.00035831393742688543,1.7392833264323366
p3,美5m4,MG_1616,1616,16,0.002174691865691068,0.00037536981877830364,17.260827830384123
p3,美5m4,MBA_1080,1080,16,0.15143836077501135,0.0021830543127794888,1.4415464493985144
p3,美5m5,Thiram_1382,1382,16,0.09125638489899521,0.0025083920860548147,2.748730501247846
p3,美5m5,MG_1616,1616,16,0.003876667091555916,0.0017032230344399555,43.935241128903854
p3,美5m5,MBA_1080,1080,16,0.14150197643335077,0.0029612033693339366,2.0926939990330813
p3,美5m6,Thiram_1382,1382,20,0.17691944030892312,0.00571842988553411,3.23222245986593
p3,美5m6,MG_1616,1616,20,0.013377658731475792,0.003631140996927461,27.143322085081188
p3,美5m6,MBA_1080,1080,20,0.04455792720671793,0.004924870148830306,11.052736196597115
p3,美6,Thiram_1382,1382,20,0.18475773258586362,0.051294285148606136,27.762997754244374
p3,美6,MG_1616,1616,20,0.013634675168932433,0.007044132278128125,51.6633670465335
p3,美6,MBA_1080,1080,20,0.03160969301864525,0.0291917887151816,92.3507504421589
p3,美6K4,Thiram_1382,1382,12,0.08154370965511416,0.0017823053312767518,2.1857054809193013
p3,美6K4,MG_1616,1616,12,0.12770018592059704,0.0010497936464661313,0.8220768348128207
p3,美6K4,MBA_1080,1080,12,0.0037762360684173127,0.0017569150395544786,46.525561636585735
p3,美6K4m4,Thiram_1382,1382,12,0.04375815823765506,0.0163849451148516,37.44432072726479
p3,美6K4m4,MG_1616,1616,12,0.05281547864015357,0.028486424632787912,53.93575021230762
p3,美6K4m4,MBA_1080,1080,12,0.14483448956821351,0.0237790453247671,16.418082043619695
p3,美6K4m5,Thiram_1382,1382,12,0.08456565548633221,0.00046345411523099046,0.5480405875951561
p3,美6K4m5,MG_1616,1616,12,0.12422203843353052,0.0011298002557181893,0.9095006570212817
p3,美6K4m5,MBA_1080,1080,12,0.024755689054181938,0.0022367276017050807,9.035206399666883
p3,美6K4m6,Thiram_1382,1382,12,0.06029362198475415,0.006939575881943179,11.509635104850593
p3,美6K4m6,MG_1616,1616,12,0.03524234689827146,0.009139355449775684,25.932879771477264
p3,美6K4m6,MBA_1080,1080,12,0.10898644432057723,0.027026871772030444,24.798379230110935
p3,美6K5,Thiram_1382,1382,12,0.08892323318727285,0.003352537176195803,3.7701476386214385
p3,美6K5,MG_1616,1616,12,0.11982232524892816,0.006764392322701854,5.645352240201467
p3,美6K5,MBA_1080,1080,12,0.016034415652136254,0.009199630741937538,57.37428130542367
p3,美6K5m4,Thiram_1382,1382,8,0.026170736258972552,0.007523011792328222,28.74589280899188
p3,美6K5m4,MG_1616,1616,8,0.023419071979760963,0.008648793974318059,36.93055805880117
p3,美6K5m4,MBA_1080,1080,8,0.16907778727333306,0.023527147333231795,13.91498416950391
p3,美6K5m5,Thiram_1382,1382,12,0.08484958610228825,0.004511496095813567,5.3170513882941615
p3,美6K5m5,MG_1616,1616,12,0.12094420894965223,0.012440166151182886,10.285871691766237
p3,美6K5m5,MBA_1080,1080,12,0.06612213744925283,0.019048918831762515,28.8086858147653
p3,美6K5m6,Thiram_1382,1382,5,0.07876914189555095,0.012420761497729154,15.768562661504257
p3,美6K5m6,MG_1616,1616,5,0.11772658152010225,0.02016946493084227,17.132464623036945
p3,美6K5m6,MBA_1080,1080,5,0.04951404290772202,0.04091074259936824,82.6245246739647
p3,美6K6,Thiram_1382,1382,13,0.10892059176213209,0.025574782554724066,23.48020896781019
p3,美6K6,MG_1616,1616,13,0.10041701980526058,0.023464789899083075,23.367343448937746
p3,美6K6,MBA_1080,1080,13,0.02642648722127074,0.010277458829276831,38.89074905500297
p3,美6K6m4,Thiram_1382,1382,9,0.022721668447903562,0.00488350249573174,21.492710832079418
p3,美6K6m4,MG_1616,1616,9,0.014170418829498004,0.006810219494065613,48.05940865974298
p3,美6K6m4,MBA_1080,1080,9,0.16973363318670856,0.01453412019363762,8.562899362231853
p3,美6K6m5,Thiram_1382,1382,9,0.036194975956695255,0.010658684223220501,29.447966027033328
p3,美6K6m5,MG_1616,1616,9,0.0338034853965016,0.018941975291277606,56.03556872640701
p3,美6K6m5,MBA_1080,1080,9,0.15844716853798158,0.007675724981093759,4.844343418641653
p3,美6K6m6,Thiram_1382,1382,14,0.09602109516588805,0.0034927588094289886,3.637491119419983
p3,美6K6m6,MG_1616,1616,14,0.12519769374881848,0.004976416930715796,3.9748471251394433
p3,美6K6m6,MBA_1080,1080,14,0.043232541926942036,0.006368467191696616,14.730725763149863
p3,美6m4,Thiram_1382,1382,12,0.027523205824558795,0.004851071795114822,17.62538792187587
p3,美6m4,MG_1616,1616,12,0.01382951650505624,0.013422383955733554,97.05606085958368
p3,美6m4,MBA_1080,1080,12,0.1630390839730991,0.01693072987378859,10.384460867421277
p3,美6m5,Thiram_1382,1382,12,0.034054518873562346,0.008335203594736098,24.47605742334241
p3,美6m5,MG_1616,1616,12,0.026802071257449277,0.011600024767004707,43.2803295520701
p3,美6m5,MBA_1080,1080,12,0.13592557868927704,0.025031979436644536,18.41594472359548
p3,美6m6,Thiram_1382,1382,15,0.07599742112470972,0.0110813627730759,14.581235269670112
p3,美6m6,MG_1616,1616,15,0.03497820767436525,0.011448971381602353,32.73172681741795
p3,美6m6,MBA_1080,1080,15,0.1010989169545561,0.015573621365180803,15.404340456170404
p5,K4,Thiram_1382,1382,21,2.3620551203922138,0.8335966193830275,35.29115862650194
p5,K4,MG_1616,1616,21,2.898628847977057,2.1041759630480774,72.59211418242023
p5,K4,MBA_1080,1080,21,0.01619942480692684,0.009833198622710353,60.700912161434886
p5,K4m4,Thiram_1382,1382,14,0.8743634105604245,0.1591697750173291,18.20407545591472
p5,K4m4,MG_1616,1616,14,6.524877681428199,0.8901262539112457,13.642037404698293
p5,K4m4,MBA_1080,1080,14,0.1713814600400574,0.04004113759139612,23.36375100436022
p5,K4m5,Thiram_1382,1382,12,1.0180102833655615,0.3400744463778075,33.40579677186707
p5,K4m5,MG_1616,1616,12,6.130925507704593,1.0259668863481033,16.7342905252852
p5,K4m5,MBA_1080,1080,12,0.005853236005927374,0.028398580000860756,485.17742958087587
p5,K4m6,Thiram_1382,1382,14,0.8860772335637527,0.10458664885682756,11.803333264323467
p5,K4m6,MG_1616,1616,14,5.47912639941831,0.6149462336484861,11.223435796512591
p5,K4m6,MBA_1080,1080,14,-0.0023775645149815153,0.03216642726594173,1352.9150129577793
p5,K5,Thiram_1382,1382,27,2.1238748817716,0.5559460277780598,26.17602536521951
p5,K5,MG_1616,1616,27,2.612876266142972,1.1381456700407242,43.559110884374604
p5,K5,MBA_1080,1080,27,0.5147223892389605,0.4084547540837215,79.35437871425015
p5,K5m4,Thiram_1382,1382,14,0.22669816448388413,0.09290230934356675,40.98061823970839
p5,K5m4,MG_1616,1616,14,0.06261958284210618,0.03096169286722363,49.44410592017646
p5,K5m4,MBA_1080,1080,14,5.644330049271445,0.8084078278761151,14.322476198578471
p5,K5m5,Thiram_1382,1382,14,0.8095366787638195,0.29851608922920164,36.874930693077715
p5,K5m5,MG_1616,1616,14,1.9645865895669232,0.37603829048478193,19.140835658848534
p5,K5m5,MBA_1080,1080,14,1.6617777076757603,0.26816248475135673,16.137085213787184
p5,K5m6,Thiram_1382,1382,16,0.9039493133793324,0.45211020160558896,50.01499474737317
p5,K5m6,MG_1616,1616,16,1.2322650398776107,0.5098320742386884,41.37357287108666
p5,K5m6,MBA_1080,1080,16,0.8707018597140035,0.30590142434489764,35.13274043601745
p5,K6,Thiram_1382,1382,14,1.5840442476234398,0.23075240377652148,14.567295334251048
p5,K6,MG_1616,1616,14,3.4602331253631466,0.7884871244321654,22.787109881488544
p5,K6,MBA_1080,1080,14,0.42676875520250995,0.2369990685404662,55.53336921959191
p5,K6m4,Thiram_1382,1382,15,0.31452942090794794,0.06890894661405547,21.908585344778533
p5,K6m4,MG_1616,1616,15,-0.10417042922956617,0.05982918786923179,57.433945805659384
p5,K6m4,MBA_1080,1080,15,4.917554852371753,0.6502750783527425,13.223544990842607
p5,K6m5,Thiram_1382,1382,15,0.8664567567056013,0.5692157704663975,65.69465424110042
p5,K6m5,MG_1616,1616,15,0.7512951037051713,0.29549284767387135,39.33112916836349
p5,K6m5,MBA_1080,1080,15,2.516950633164548,0.4899647746144755,19.466602489475353
p5,K6m6,Thiram_1382,1382,14,0.893311549888086,0.6619253719144298,74.09793055931671
p5,K6m6,MG_1616,1616,14,1.1941482981976994,0.5171220231195852,43.30467362387617
p5,K6m6,MBA_1080,1080,14,0.886879452411706,0.5607475822020681,63.22703504712145
p5,m4,Thiram_1382,1382,20,0.13732392395604737,0.0860577522768899,62.667705522625475
p5,m4,MG_1616,1616,20,0.16649943854985486,0.1027897719454853,61.7358069437015
p5,m4,MBA_1080,1080,20,4.7818319902225115,1.7032178792689885,35.61852199641446
p5,m5,Thiram_1382,1382,20,0.07454582359078454,0.08455469536143781,113.42646883291067
p5,m5,MG_1616,1616,20,0.22049313036457036,0.07621847884588903,34.56728049525488
p5,m5,MBA_1080,1080,20,7.711641164090556,0.3223829968403469,4.180471964145986
p5,m6,Thiram_1382,1382,21,0.7247483404154026,0.46826980005703006,64.61136562087646
p5,m6,MG_1616,1616,21,0.2984902102067403,0.5267459384244156,176.47008860343553
p5,m6,MBA_1080,1080,21,2.289626893304,1.0665319186239646,46.58103561514895
p5,美4,Thiram_1382,1382,18,2.9358641127725154,2.1868515916729434,74.48749355118368
p5,美4,MG_1616,1616,18,0.06885934433017965,0.03943780517782477,57.27298968854686
p5,美4,MBA_1080,1080,18,0.07217078420744184,0.05409822924485068,74.9586274265153
p5,美4K4,Thiram_1382,1382,10,5.047974841693392,0.734273635184828,14.545905203808598
p5,美4K4,MG_1616,1616,10,0.236943071415083,0.18677724079029023,78.82789721379488
p5,美4K4,MBA_1080,1080,10,0.06731493580034198,0.017145294423745475,25.47026780891377
p5,美4K4m4,Thiram_1382,1382,12,0.7719978677958031,0.16988559936483896,22.0059674322539
p5,美4K4m4,MG_1616,1616,12,2.8093591506700863,1.079951997566205,38.44122234455554
p5,美4K4m4,MBA_1080,1080,12,2.6152417396962733,1.2339509808698632,47.18305624065066
p5,美4K4m5,Thiram_1382,1382,15,0.04358522177470778,0.18022356043506338,413.49694482831785
p5,美4K4m5,MG_1616,1616,15,5.239389005843901,0.4875798540367599,9.30604414928771
p5,美4K4m5,MBA_1080,1080,15,0.30095361030012785,0.05005702462775769,16.632804164681065
p5,美4K4m6,Thiram_1382,1382,15,0.6074988731742508,0.7982555014910322,131.40032627880547
p5,美4K4m6,MG_1616,1616,15,1.537792326442238,0.30766608876399504,20.006998570203326
p5,美4K4m6,MBA_1080,1080,15,0.645062459680301,0.20353385418692932,31.552580859813578
p5,美4K5,Thiram_1382,1382,13,4.642689408421425,0.7216824186004209,15.544490598301778
p5,美4K5,MG_1616,1616,13,0.016837834035486974,0.012227783801153564,72.62088327621362
p5,美4K5,MBA_1080,1080,13,0.14835840406860268,0.05421355696842082,36.54228913338258
p5,美4K5m4,Thiram_1382,1382,16,0.06318155993886598,0.05621972214273971,88.98121888275234
p5,美4K5m4,MG_1616,1616,16,0.16129662864221408,0.04340377388611078,26.909287721312776
p5,美4K5m4,MBA_1080,1080,16,4.098846071735803,0.5604670556400906,13.67377661495692
p5,美4K5m5,Thiram_1382,1382,15,-0.2569144843088951,0.5640977285248143,219.56633937640694
p5,美4K5m5,MG_1616,1616,15,1.6180768968095927,0.5010356783666589,30.96488673403377
p5,美4K5m5,MBA_1080,1080,15,1.7423693245522343,0.5982227534298568,34.33386624753578
p5,美4K5m6,Thiram_1382,1382,15,6.607464927352817,0.8464965335414056,12.811214934144827
p5,美4K5m6,MG_1616,1616,15,0.039237754837963684,0.10275028314257188,261.86585742963547
p5,美4K5m6,MBA_1080,1080,15,0.22537125807163433,0.06527162267495366,28.96182203242929
p5,美4K6,Thiram_1382,1382,11,5.264673899100736,0.7661985616283973,14.553580645503464
p5,美4K6,MG_1616,1616,11,0.04489629714057675,0.02111176315069552,47.023395013160126
p5,美4K6,MBA_1080,1080,11,0.07039270114379705,0.022855922474651038,32.4691652732026
p5,美4K6m4,Thiram_1382,1382,14,0.48622333680364943,0.1594734962043674,32.79840438196969
p5,美4K6m4,MG_1616,1616,14,0.09207694200941008,0.03823450285626964,41.52451419635781
p5,美4K6m4,MBA_1080,1080,14,4.371844671318412,0.5697078760676366,13.031292712781365
p5,美4K6m5,Thiram_1382,1382,14,7.338076590195006,1.1405190434144723,15.542479413998098
p5,美4K6m5,MG_1616,1616,14,0.1501389399242572,0.07692897765239194,51.23852459009064
p5,美4K6m5,MBA_1080,1080,14,0.6218615748505664,0.06693894968657789,10.764284592220278
p5,美4K6m6,Thiram_1382,1382,13,7.185769297042738,1.1327614394974832,15.763955015417274
p5,美4K6m6,MG_1616,1616,13,0.36997555488673534,0.17138168344472754,46.32243432872058
p5,美4K6m6,MBA_1080,1080,13,0.6733107474140703,0.252266548993552,37.466585816788395
p5,美4m4,Thiram_1382,1382,20,4.27539597349952,0.5452497881561988,12.753199739529578
p5,美4m4,MG_1616,1616,20,0.033562021526499,0.01048818716288716,31.250165174365847
p5,美4m4,MBA_1080,1080,20,3.404477239067762,0.44885402143696035,13.184227413424232
p5,美4m5,Thiram_1382,1382,19,4.89300777842407,1.1495078033185486,23.4928668698904
p5,美4m5,MG_1616,1616,19,0.022358740697455776,0.007971318824656995,35.651913193680265
p5,美4m5,MBA_1080,1080,19,0.3741656785553452,0.04980641319045709,13.311325983387839
p5,美4m6,Thiram_1382,1382,4,4.686306109140395,0.6481747646010878,13.831251085729482
p5,美4m6,MG_1616,1616,4,0.043366500310885715,0.02551569885657332,58.83734835335203
p5,美4m6,MBA_1080,1080,4,0.10814696947519081,0.01755822909697145,16.2355257684769
p5,美5,Thiram_1382,1382,20,6.970622351713702,0.8209539529400007,11.77734083870104
p5,美5,MG_1616,1616,20,0.05835110066024455,0.0425241210753216,72.87629640942471
p5,美5,MBA_1080,1080,20,0.04021037773101534,0.036059873767302776,89.67802791737725
p5,美5K4,Thiram_1382,1382,13,1.1140272815023526,0.5149878349664435,46.22757840112697
p5,美5K4,MG_1616,1616,13,4.743576905849029,1.4320574090037017,30.189400054585708
p5,美5K4,MBA_1080,1080,13,0.015363676443324426,0.009627793432107394,62.665947617575
p5,美5K4m4,Thiram_1382,1382,14,0.08860145014980282,0.23609696891393755,266.4707727861754
p5,美5K4m4,MG_1616,1616,14,0.7500030209142595,1.0135614964417619,135.1409885264492
p5,美5K4m4,MBA_1080,1080,14,2.0166534912757066,1.0726646287563495,53.19032909703277
p5,美5K4m5,Thiram_1382,1382,18,1.306176077224891,0.4228921200410584,32.37634859608954
p5,美5K4m5,MG_1616,1616,18,5.585501066430396,0.6121323192215337,10.959308966934591
p5,美5K4m5,MBA_1080,1080,18,0.13648985008747377,0.048127849676584504,35.261119889676976
p5,美5K4m6,Thiram_1382,1382,14,1.1496441884864683,0.07056895979813087,6.138330494327679
p5,美5K4m6,MG_1616,1616,14,5.351657383343221,0.21543902170246704,4.025650490500583
p5,美5K4m6,MBA_1080,1080,14,0.09977714130167847,0.08718144276109958,87.37616815208655
p5,美5K5,Thiram_1382,1382,14,0.10365471862973563,0.12057934821721886,116.3278911092698
p5,美5K5,MG_1616,1616,14,1.1216829309580838,0.27031683627486447,24.099219914488113
p5,美5K5,MBA_1080,1080,14,0.12593789931940755,0.0692068630252119,54.95316612331871
p5,美5K5m4,Thiram_1382,1382,15,-0.007226434002550629,0.048447769200146346,670.4242947911281
p5,美5K5m4,MG_1616,1616,15,0.41978723169239596,0.08031095319868574,19.131347295844993
p5,美5K5m4,MBA_1080,1080,15,5.700136049164993,0.6118292058565211,10.733589524519285
p5,美5K5m5,Thiram_1382,1382,14,0.7948849295635559,0.25771923518516615,32.42220673710231
p5,美5K5m5,MG_1616,1616,14,3.1620290115350307,0.21431193150144873,6.777671258538182
p5,美5K5m5,MBA_1080,1080,14,1.7123832782433361,0.2558784822483317,14.942827665943279
p5,美5K5m6,Thiram_1382,1382,15,0.6122468367955546,0.27940523242118387,45.63604344345264
p5,美5K5m6,MG_1616,1616,15,3.466544014499972,0.24943184874477592,7.195404059531462
p5,美5K5m6,MBA_1080,1080,15,0.4592884512217758,0.20611379088817525,44.87676324973594
p5,美5K6,Thiram_1382,1382,2,1.773311530278222,1.793602162517948,101.144222653114
p5,美5K6,MG_1616,1616,2,0.2106264911124552,0.1327966336326903,63.048400479590704
p5,美5K6,MBA_1080,1080,2,0.2560035220860638,0.09741578645036839,38.05251804997391
p5,美5K6m4,Thiram_1382,1382,14,0.07508531825200451,0.09990066094279909,133.04952721583768
p5,美5K6m4,MG_1616,1616,14,0.3228048996801724,0.12000520125199841,37.17576820268118
p5,美5K6m4,MBA_1080,1080,14,7.229531663289814,0.3799523992689793,5.255560345607244
p5,美5K6m5,Thiram_1382,1382,13,-0.3874215748311612,0.42984626844398544,110.95052427870415
p5,美5K6m5,MG_1616,1616,13,1.3679474975401338,0.346416438864872,25.323811000627135
p5,美5K6m5,MBA_1080,1080,13,2.3886911978217507,0.5474703268266973,22.919259187873926
p5,美5K6m6,Thiram_1382,1382,19,-0.19037705575092573,0.522793881548195,274.6097104433515
p5,美5K6m6,MG_1616,1616,19,2.3319970487122457,0.6346423286585174,27.214542531645737
p5,美5K6m6,MBA_1080,1080,19,1.7040995044244263,0.6202374077102667,36.39678352701341
p5,美5m4,Thiram_1382,1382,16,0.046392382996752246,0.04578032591466551,98.68069488448225
p5,美5m4,MG_1616,1616,16,0.09505660747474559,0.045215439693602706,47.566856102681164
p5,美5m4,MBA_1080,1080,16,3.1602815234420443,0.8391128476394909,26.55183854397772
p5,美5m5,Thiram_1382,1382,16,0.16949477874960045,0.41921368799067493,247.3313284829803
p5,美5m5,MG_1616,1616,16,0.4310530309162348,0.14036042227790668,32.562216760095694
p5,美5m5,MBA_1080,1080,16,2.8854254023526793,0.580831059340663,20.129824145412766
p5,美5m6,Thiram_1382,1382,20,-0.18903654163038772,0.8674149563260933,458.86099525778457
p5,美5m6,MG_1616,1616,20,1.0486727014102426,0.4634628514530401,44.195186050879435
p5,美5m6,MBA_1080,1080,20,0.9531079593449906,0.40631172369004215,42.63018892101938
p5,美6,Thiram_1382,1382,20,4.375509313382801,2.5555092729572553,58.40484135506355
p5,美6,MG_1616,1616,20,0.7609700127396805,0.4600407979481122,60.45452386380528
