Task,TaskName,Model,Preprocess,F1_mean,F1_std,BA_mean,BA_std,Acc_mean,Acc_std,FitSeconds_total,FitSeconds_mean,PredictSeconds_total,source_stage,source_priority,source_variant_file,variant_scope,augmentation
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,raw,0.5144984641277517,0.0650648568624508,0.5361388989086212,0.0360354464713403,0.5462980769230769,0.0364892444333878,35.17547030001879,7.0350940600037575,0.0446007996797561,augmentation_no_aug,5,cv_results_summary_raw.csv,raw,No augmentation
G2_mg_molar_grade,MG Positive Molar Grade,KAN-CNN,raw,0.4696563251215527,0.1716002365719408,0.5219400423510528,0.1062425695966674,0.5309855769230769,0.108473953893374,47.59431383013725,9.51886276602745,0.1158511713147163,augmentation_no_aug,5,cv_results_summary_raw.csv,raw,No augmentation
G2_mg_molar_grade,MG Positive Molar Grade,Spectrum-KAN,p1,0.4671500205949065,0.128088785931834,0.5111664696894518,0.0985732259624679,0.5107211538461539,0.0977114821620354,26.75066191703081,5.350132383406162,0.1078768968582153,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,p1,0.8713857057205182,0.0414183813490581,0.87086176612412,0.0429456366831351,0.870581238172479,0.04256465638956,17.71799872070551,3.543599744141102,0.2549177929759025,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
G3_mba_molar_grade,MBA Positive Molar Grade,RamanNet-Lite,raw,0.7790018848576762,0.0435007411313641,0.7781720358139694,0.0411854957760049,0.7781778859151122,0.0427210496224141,39.741561748087406,7.948312349617481,0.0466143041849136,augmentation_no_aug,5,cv_results_summary_raw.csv,raw,No augmentation
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,p1,0.6143375294059528,0.1385272565932071,0.6253090985582433,0.1347285845358968,0.6238118410381184,0.1358807710240048,32.09974589943886,6.419949179887771,0.0988746508955955,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
G3_mba_molar_grade,MBA Positive Molar Grade,Spectrum-KAN,raw,0.5486022913918756,0.0898689148058695,0.5721093581078952,0.0779401389890235,0.5699053798323871,0.0800522233874273,53.3493691533804,10.669873830676078,0.256713293492794,augmentation_no_aug,5,cv_results_summary_raw.csv,raw,No augmentation
G3_mba_molar_grade,MBA Positive Molar Grade,1D-CNN,raw,0.4626648724531274,0.0888652888103361,0.4968850007145728,0.0783050873138169,0.4945877264125439,0.0770711404118021,28.86714331060648,5.773428662121296,0.0252803266048431,augmentation_no_aug,5,cv_results_summary_raw.csv,raw,No augmentation
G3_mba_molar_grade,MBA Positive Molar Grade,1D-ResNet,raw,0.2890310959189848,0.1092511316192242,0.3918574271858268,0.0650031343033699,0.3894133549608002,0.0694260362278385,31.836444698274136,6.367288939654827,0.0773740634322166,augmentation_no_aug,5,cv_results_summary_raw.csv,raw,No augmentation
G3_mba_molar_grade,MBA Positive Molar Grade,1D-ResNet,p1,0.222686983938217,0.0265447266015056,0.3627832078792645,0.0144197608232117,0.3597620978642876,0.0176231676326057,28.48787578195333,5.697575156390667,0.298907145857811,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
G3_mba_molar_grade,MBA Positive Molar Grade,1D-CNN,p1,0.1668406996421559,0.0037102873811787,0.3333333333333333,0.0,0.3303919978372533,0.0083368028942342,23.02222673594952,4.604445347189904,0.1709673628211021,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
G3_mba_molar_grade,MBA Positive Molar Grade,KAN-CNN,p1,0.1655455344505731,0.0031303753693652,0.3333333333333333,0.0,0.3303919978372533,0.0083368028942342,26.640578366816044,5.328115673363209,0.1081962212920188,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
G3_mba_molar_grade,MBA Positive Molar Grade,KAN-CNN,raw,0.1655455344505731,0.0031303753693652,0.3333333333333333,0.0,0.3303919978372533,0.0083368028942342,22.16056040674448,4.432112081348896,0.0489717498421669,augmentation_no_aug,5,cv_results_summary_raw.csv,raw,No augmentation
P1_thiram_presence,Thiram Presence,RamanNet-Lite,p1,0.9668357144028302,0.0182312472626811,0.9667278639435808,0.0186534492413021,0.9733640270104358,0.014904417885886,25.54329727590084,5.1086594551801685,0.2752845510840416,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
P1_thiram_presence,Thiram Presence,KAN-CNN,p1,0.9281516026591936,0.0082332465680313,0.9269229121478304,0.0065552064005499,0.9422774708410068,0.0084898289187099,110.55420037359,22.110840074718,0.1116128042340278,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
P1_thiram_presence,Thiram Presence,1D-CNN,p1,0.9256645720922562,0.0190780889231084,0.9078843592340048,0.030362265008934,0.9434192756292205,0.0124897923984975,89.43772435933352,17.8875448718667,0.2512536272406578,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
P1_thiram_presence,Thiram Presence,1D-ResNet,p1,0.9163942123431742,0.0386021558505178,0.9230415387161912,0.0323129372610011,0.9311602209944752,0.0330532810970656,48.79608844220638,9.759217688441275,0.1765406131744384,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
P1_thiram_presence,Thiram Presence,Spectrum-KAN,p1,0.91490556268756,0.0610514526964841,0.927718194258032,0.0475492071245761,0.9279619398403928,0.0551643600722821,64.79154198616743,12.958308397233486,0.0876268744468689,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
P1_thiram_presence,Thiram Presence,RamanNet-Lite,raw,0.783344501451275,0.0435110173469065,0.7764692611777535,0.0658419742244483,0.8379742173112339,0.0183911021857647,44.38343956321478,8.876687912642955,0.0179352164268493,augmentation_no_aug,5,cv_results_summary_raw.csv,raw,No augmentation
P1_thiram_presence,Thiram Presence,1D-ResNet,raw,0.7022470746055955,0.0510248448673691,0.7699275490730644,0.0549587022352571,0.717010435850215,0.0503829973438549,64.77140484005213,12.954280968010426,0.1025559529662132,augmentation_no_aug,5,cv_results_summary_raw.csv,raw,No augmentation
P1_thiram_presence,Thiram Presence,1D-CNN,raw,0.6461353769874065,0.0364530107674959,0.729342851600417,0.0234336477400117,0.6558993247391037,0.0424726933010473,60.39001062512398,12.078002125024796,0.1052374616265297,augmentation_no_aug,5,cv_results_summary_raw.csv,raw,No augmentation
P1_thiram_presence,Thiram Presence,KAN-CNN,raw,0.63586126688671,0.0323383877784378,0.7378359879624192,0.0203660663827481,0.6403990178023327,0.0352197165518034,57.03749800473452,11.407499600946904,0.3283821269869804,augmentation_no_aug,5,cv_results_summary_raw.csv,raw,No augmentation
P1_thiram_presence,Thiram Presence,Spectrum-KAN,raw,0.6147392328877588,0.0560316013365137,0.6813706458141096,0.0563522622274492,0.6348864333947206,0.0678138561113399,45.31722128391266,9.063444256782532,0.2491884529590606,augmentation_no_aug,5,cv_results_summary_raw.csv,raw,No augmentation
P2_mg_presence,MG Presence,RamanNet-Lite,p1,0.9527330119194282,0.0195940447767084,0.9494013009049772,0.0226729987203903,0.9622713321055862,0.0153898629569859,51.50234670937061,10.300469341874123,0.1798085793852806,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
P2_mg_presence,MG Presence,1D-ResNet,p1,0.9193818435469064,0.0192487609724808,0.9016365950226244,0.0231699029015765,0.9378575813382444,0.0148411244941841,68.52954144775867,13.705908289551736,0.2188460081815719,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
P2_mg_presence,MG Presence,Spectrum-KAN,p1,0.9177197701805426,0.0237700789376992,0.930395597662142,0.0167676359482337,0.9312154696132596,0.0215779824580217,93.7933320775628,18.75866641551256,0.1771453395485878,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
P2_mg_presence,MG Presence,1D-CNN,p1,0.8566230209883893,0.0525650061499471,0.8279788838612369,0.0633082514702596,0.8979251074278698,0.0313936798988419,124.0285224840045,24.8057044968009,0.2730654403567314,augmentation_no_aug,5,cv_results_summary_p1.csv,p1,No augmentation
